state,city,locality,area_sqft,bedrooms,bathrooms,parking,property_age_years,property_type,furnishing,floor_no,total_floors,price_inr
Uttarakhand,Dehradun,Vasant Vihar,350,2,1,1,12,Apartment,Unfurnished,12,13,2021000.0
Himachal Pradesh,Shimla,Chhota Shimla,1989,3,4,2,1,Independent House,Semi-Furnished,22,23,15427000.0
Karnataka,Bengaluru,Koramangala,1509,4,3,3,8,Apartment,Semi-Furnished,0,8,21048000.0
Maharashtra,Pune,Kothrud,1627,2,2,2,5,Apartment,Semi-Furnished,18,19,12221000.0
Uttarakhand,Dehradun,Race Course,878,3,3,1,0,Builder Floor,Semi-Furnished,19,20,6373000.0
Madhya Pradesh,Bhopal,Kolar Road,1000,3,3,1,0,Independent House,Unfurnished,0,15,3702000.0
Himachal Pradesh,Shimla,Sanjauli,1585,2,2,1,18,Apartment,Unfurnished,10,22,7387000.0
Delhi,New Delhi,Saket,670,4,3,2,2,Apartment,Unfurnished,0,23,11776000.0
Telangana,Hyderabad,Kondapur,1321,2,2,2,8,Independent House,Unfurnished,17,18,10982000.0
Karnataka,Bengaluru,Hebbal,1896,5,5,0,8,Builder Floor,Unfurnished,6,14,12474000.0
Goa,Panaji,Caranzalem,908,1,1,3,8,Apartment,Furnished,16,17,8480000.0
Chhattisgarh,Raipur,Telibandha,791,2,3,1,2,Apartment,Unfurnished,19,29,4147000.0
Goa,Panaji,Dona Paula,1017,3,2,0,5,Apartment,Unfurnished,16,29,11541000.0
Rajasthan,Udaipur,Fatehpura,1477,3,3,2,18,Apartment,Semi-Furnished,12,13,7613000.0
Kerala,Kochi,Edappally,1404,3,3,0,18,Builder Floor,Semi-Furnished,24,25,8714000.0
Bihar,Patna,Bailey Road,1093,3,3,1,1,Apartment,Unfurnished,22,23,7654000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,782,4,4,0,2,Apartment,Unfurnished,20,21,4363000.0
Haryana,Gurugram,Sohna Road,402,1,2,1,2,Apartment,Semi-Furnished,12,26,3414000.0
Himachal Pradesh,Shimla,Sanjauli,1532,3,4,3,18,Independent House,Unfurnished,14,22,7892000.0
Jharkhand,Ranchi,Lalpur,1263,3,3,0,5,Apartment,Furnished,2,7,6937000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,1391,4,4,2,5,Independent House,Furnished,20,21,10582000.0
Gujarat,Surat,Adajan,1302,5,4,2,1,Apartment,Semi-Furnished,14,15,7576000.0
Delhi,New Delhi,Vasant Vihar,1393,1,1,1,12,Apartment,Unfurnished,24,25,36083000.0
Himachal Pradesh,Shimla,Mall Road,1082,3,4,0,18,Apartment,Semi-Furnished,15,19,8574000.0
Himachal Pradesh,Shimla,Mall Road,350,2,2,2,8,Builder Floor,Unfurnished,3,7,2831000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,477,2,2,1,1,Independent House,Semi-Furnished,13,14,2868000.0
Odisha,Bhubaneswar,Saheed Nagar,1181,4,4,0,1,Apartment,Unfurnished,2,7,6407000.0
Gujarat,Surat,Adajan,1454,3,2,2,12,Independent House,Unfurnished,2,25,7485000.0
Goa,Margao,Fatorda,350,3,2,1,12,Apartment,Unfurnished,10,14,2044000.0
Mizoram,Aizawl,Dawrpui,704,2,1,1,18,Builder Floor,Furnished,23,24,1994000.0
Gujarat,Ahmedabad,Navrangpura,1849,4,3,1,25,Independent House,Semi-Furnished,14,26,12119000.0
Gujarat,Ahmedabad,Navrangpura,2151,2,2,0,8,Apartment,Furnished,11,25,19540000.0
Haryana,Gurugram,Sohna Road,1696,2,1,1,8,Independent House,Semi-Furnished,2,5,10502000.0
Bihar,Patna,Kankarbagh,1034,2,1,1,8,Villa,Unfurnished,4,15,6670000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,1456,2,3,2,12,Villa,Unfurnished,16,17,10785000.0
Gujarat,Surat,Vesu,899,5,5,2,8,Apartment,Unfurnished,15,24,5942000.0
Delhi,New Delhi,Dwarka,2118,2,1,2,5,Apartment,Unfurnished,14,15,23812000.0
Punjab,Chandigarh,Sector 17,2050,3,3,1,8,Apartment,Unfurnished,1,4,25494000.0
Andhra Pradesh,Vijayawada,Benz Circle,401,4,4,1,18,Builder Floor,Unfurnished,12,28,1608000.0
Maharashtra,Pune,Wakad,1019,2,2,3,8,Apartment,Semi-Furnished,15,16,7261000.0
Nagaland,Kohima,Midland,1586,2,2,1,8,Independent House,Furnished,5,6,6105000.0
Karnataka,Mysuru,Kuvempunagar,1368,2,3,2,5,Apartment,Furnished,7,8,7282000.0
Sikkim,Gangtok,MG Marg,965,1,1,1,8,Villa,Semi-Furnished,18,19,11119000.0
Himachal Pradesh,Shimla,Chhota Shimla,1966,3,3,1,2,Apartment,Unfurnished,3,15,13331000.0
Chhattisgarh,Raipur,Shankar Nagar,1949,2,2,1,12,Apartment,Semi-Furnished,11,21,8759000.0
Goa,Panaji,Miramar,1498,2,1,1,8,Builder Floor,Unfurnished,18,19,14593000.0
Uttar Pradesh,Noida,Sector 18,1084,2,1,3,5,Apartment,Unfurnished,15,16,11375000.0
Chhattisgarh,Raipur,Telibandha,2194,2,3,3,1,Villa,Semi-Furnished,8,23,13806000.0
West Bengal,Kolkata,Salt Lake,404,4,5,1,1,Apartment,Furnished,23,24,4332000.0
Ladakh,Leh,Leh Market,1737,2,1,0,18,Apartment,Furnished,20,22,6826000.0
Sikkim,Gangtok,MG Marg,930,2,2,2,5,Apartment,Semi-Furnished,0,18,8711000.0
Andhra Pradesh,Vijayawada,Auto Nagar,1503,3,3,1,1,Apartment,Unfurnished,12,27,6137000.0
Gujarat,Ahmedabad,Vastrapur,1405,3,2,1,8,Villa,Unfurnished,6,10,15868000.0
Delhi,New Delhi,Karol Bagh,2466,1,2,2,1,Builder Floor,Unfurnished,24,26,40720000.0
Kerala,Thiruvananthapuram,Kazhakkoottam,2223,2,2,1,12,Apartment,Unfurnished,14,27,8991000.0
Telangana,Hyderabad,Banjara Hills,1229,3,4,3,12,Builder Floor,Semi-Furnished,17,18,21493000.0
Gujarat,Surat,Vesu,1449,2,2,0,0,Apartment,Unfurnished,2,14,10119000.0
Himachal Pradesh,Shimla,Chhota Shimla,1037,2,2,1,5,Villa,Semi-Furnished,19,20,9671000.0
Delhi,New Delhi,Karol Bagh,639,3,3,1,12,Apartment,Unfurnished,11,28,8760000.0
Maharashtra,Mumbai,Powai,548,3,4,2,8,Apartment,Unfurnished,19,20,11307000.0
Ladakh,Leh,Leh Market,1504,3,3,1,8,Independent House,Semi-Furnished,17,24,7346000.0
Goa,Panaji,Miramar,2032,3,4,1,12,Villa,Semi-Furnished,2,21,30409000.0
Maharashtra,Mumbai,Andheri,2105,5,5,2,18,Villa,Unfurnished,1,10,40970000.0
Assam,Guwahati,Khanapara,1172,2,2,1,1,Apartment,Semi-Furnished,11,20,5659000.0
Delhi,New Delhi,Dwarka,439,4,4,0,5,Villa,Unfurnished,17,21,6741000.0
Goa,Panaji,Miramar,1263,4,4,1,2,Apartment,Semi-Furnished,9,10,14252000.0
Tamil Nadu,Coimbatore,Saibaba Colony,350,5,5,1,2,Apartment,Unfurnished,1,6,2125000.0
Gujarat,Surat,City Light,1139,3,4,2,2,Apartment,Unfurnished,16,17,7039000.0
Karnataka,Mysuru,Kuvempunagar,902,3,3,0,2,Apartment,Unfurnished,16,21,5551000.0
Maharashtra,Mumbai,Bandra,779,2,2,3,0,Builder Floor,Furnished,18,25,32596000.0
Madhya Pradesh,Indore,Palasia,750,3,2,2,2,Apartment,Semi-Furnished,10,16,4942000.0
Madhya Pradesh,Bhopal,Arera Colony,1598,4,5,1,5,Builder Floor,Semi-Furnished,0,13,8103000.0
Telangana,Hyderabad,Kukatpally,1801,3,3,1,2,Apartment,Unfurnished,0,6,11077000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,959,4,3,1,8,Builder Floor,Unfurnished,15,16,5471000.0
Maharashtra,Nagpur,Civil Lines,1016,2,3,1,8,Apartment,Semi-Furnished,18,19,6241000.0
Puducherry,Puducherry City,Lawspet,1620,4,5,1,5,Apartment,Semi-Furnished,5,16,9356000.0
Sikkim,Gangtok,Tadong,1159,2,2,0,2,Independent House,Unfurnished,20,28,6785000.0
Karnataka,Mysuru,Kuvempunagar,2165,1,1,1,18,Apartment,Furnished,13,27,9656000.0
Haryana,Gurugram,DLF Phase 1,1053,3,2,0,5,Builder Floor,Furnished,19,20,14074000.0
Karnataka,Bengaluru,Whitefield,436,3,3,1,8,Builder Floor,Unfurnished,15,28,3494000.0
Arunachal Pradesh,Itanagar,Naharlagun,1298,3,3,2,8,Independent House,Furnished,2,15,4359000.0
Tripura,Agartala,Akhaura Road,350,2,3,1,8,Apartment,Furnished,17,19,1347000.0
West Bengal,Kolkata,Ballygunge,1936,3,4,2,18,Villa,Furnished,21,22,39649000.0
Tamil Nadu,Chennai,Adyar,1612,1,2,3,1,Apartment,Unfurnished,3,5,24525000.0
Chandigarh,Chandigarh City,Sector 9,1498,2,3,1,18,Independent House,Semi-Furnished,2,22,16876000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,350,3,2,2,2,Villa,Furnished,21,25,2549000.0
Maharashtra,Mumbai,Bandra,2560,1,1,1,8,Apartment,Semi-Furnished,0,13,84027000.0
Himachal Pradesh,Shimla,Chhota Shimla,1505,3,2,3,5,Apartment,Unfurnished,22,23,11410000.0
Maharashtra,Pune,Kothrud,1874,4,3,1,25,Builder Floor,Unfurnished,2,27,11696000.0
Himachal Pradesh,Shimla,Mall Road,1039,2,2,2,0,Independent House,Unfurnished,22,23,11881000.0
Gujarat,Ahmedabad,Satellite,1373,2,3,1,12,Builder Floor,Unfurnished,7,8,8883000.0
Haryana,Gurugram,Golf Course Road,782,3,4,2,5,Apartment,Unfurnished,22,23,11617000.0
Gujarat,Ahmedabad,Vastrapur,1110,3,3,2,25,Apartment,Semi-Furnished,2,25,8336000.0
Gujarat,Surat,Adajan,1153,1,1,2,5,Apartment,Unfurnished,1,29,6361000.0
Goa,Margao,Borda,802,3,3,1,8,Builder Floor,Semi-Furnished,20,21,4669000.0
Karnataka,Mysuru,Kuvempunagar,560,2,2,2,25,Independent House,Unfurnished,13,20,2137000.0
Meghalaya,Shillong,Laitumkhrah,1163,3,3,1,5,Villa,Semi-Furnished,15,16,7586000.0
Sikkim,Gangtok,MG Marg,869,3,2,1,5,Villa,Semi-Furnished,9,15,10811000.0
Ladakh,Leh,Skara,2035,4,4,1,5,Apartment,Semi-Furnished,14,15,7808000.0
Sikkim,Gangtok,Tadong,1061,4,3,1,2,Villa,Semi-Furnished,15,28,9050000.0
Maharashtra,Pune,Kothrud,954,3,2,1,1,Villa,Unfurnished,4,5,12188000.0
Gujarat,Surat,Vesu,418,3,4,2,2,Independent House,Semi-Furnished,1,23,2800000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,550,2,3,2,12,Apartment,Furnished,19,26,3085000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Moti Daman,1688,4,3,2,18,Apartment,Unfurnished,2,24,6198000.0
Bihar,Patna,Boring Road,1357,3,2,1,25,Independent House,Unfurnished,16,17,6926000.0
West Bengal,Kolkata,Ballygunge,1341,5,5,1,12,Apartment,Unfurnished,13,14,18858000.0
Haryana,Faridabad,Sector 15,1147,5,6,1,2,Apartment,Furnished,16,27,6932000.0
Maharashtra,Pune,Wakad,1531,2,2,1,12,Apartment,Furnished,10,11,11176000.0
Meghalaya,Shillong,Police Bazar,854,4,5,0,8,Apartment,Semi-Furnished,18,19,5442000.0
Meghalaya,Shillong,Police Bazar,1038,2,2,0,2,Apartment,Furnished,16,23,6025000.0
West Bengal,Kolkata,New Town,1340,2,2,3,2,Apartment,Furnished,16,25,10712000.0
Himachal Pradesh,Shimla,Mall Road,1298,2,3,1,0,Villa,Unfurnished,24,25,17104000.0
Maharashtra,Nagpur,Dharampeth,1123,2,2,1,18,Builder Floor,Semi-Furnished,12,18,5661000.0
Uttarakhand,Dehradun,Vasant Vihar,968,1,1,1,5,Villa,Semi-Furnished,18,19,8688000.0
Kerala,Thiruvananthapuram,Kowdiar,350,2,1,0,1,Apartment,Unfurnished,20,21,2829000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,1418,4,3,1,5,Villa,Semi-Furnished,5,6,12082000.0
Puducherry,Puducherry City,Lawspet,551,3,3,1,8,Apartment,Semi-Furnished,23,24,3669000.0
Maharashtra,Pune,Koregaon Park,1042,4,5,2,0,Apartment,Unfurnished,3,26,15131000.0
Chhattisgarh,Raipur,Civil Lines,1347,3,2,2,0,Independent House,Unfurnished,12,23,6467000.0
Uttarakhand,Dehradun,Race Course,819,2,1,1,25,Apartment,Furnished,15,16,4289000.0
Chhattisgarh,Raipur,Telibandha,2380,2,1,1,8,Apartment,Semi-Furnished,20,21,11738000.0
Rajasthan,Jaipur,C Scheme,1298,3,3,1,12,Apartment,Unfurnished,16,26,8742000.0
Tamil Nadu,Coimbatore,Saibaba Colony,1679,2,1,2,25,Builder Floor,Unfurnished,12,22,8070000.0
Jammu and Kashmir,Jammu,Gandhi Nagar,420,3,3,1,1,Apartment,Semi-Furnished,10,27,2850000.0
Lakshadweep,Kavaratti,Kavaratti Town,1284,2,1,1,1,Independent House,Semi-Furnished,9,26,6054000.0
Telangana,Hyderabad,Gachibowli,556,1,1,1,1,Villa,Semi-Furnished,16,17,7184000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,892,4,5,0,2,Apartment,Unfurnished,21,25,4924000.0
Tamil Nadu,Coimbatore,RS Puram,1738,3,4,1,8,Apartment,Unfurnished,8,9,10405000.0
Maharashtra,Mumbai,Borivali,744,5,4,2,2,Independent House,Unfurnished,12,13,13472000.0
Puducherry,Puducherry City,Reddiarpalayam,1513,3,2,2,8,Apartment,Furnished,0,24,7063000.0
Bihar,Patna,Boring Road,1715,2,1,2,8,Apartment,Furnished,3,7,11402000.0
Gujarat,Ahmedabad,Navrangpura,473,2,2,2,8,Apartment,Furnished,9,29,4749000.0
Madhya Pradesh,Indore,Palasia,1470,2,3,1,18,Builder Floor,Furnished,6,7,7609000.0
Maharashtra,Pune,Hinjewadi,2192,2,2,1,8,Builder Floor,Semi-Furnished,0,1,12713000.0
Punjab,Ludhiana,Model Town,1511,4,4,2,5,Apartment,Semi-Furnished,24,25,9853000.0
Uttar Pradesh,Noida,Sector 137,1046,5,5,2,2,Villa,Unfurnished,11,12,9792000.0
Punjab,Chandigarh,Sector 17,1200,3,4,0,8,Independent House,Semi-Furnished,18,19,15628000.0
Maharashtra,Pune,Viman Nagar,1341,2,1,3,12,Apartment,Unfurnished,6,11,9924000.0
Karnataka,Bengaluru,Koramangala,1317,4,5,2,5,Builder Floor,Unfurnished,4,28,16215000.0
Maharashtra,Mumbai,Bandra,1187,2,2,2,8,Builder Floor,Unfurnished,15,19,33077000.0
Dadra and Nagar Haveli and Daman and Diu,Daman,Nani Daman,1465,3,3,1,12,Villa,Furnished,24,25,9604000.0
Rajasthan,Jaipur,Malviya Nagar,771,1,1,1,8,Apartment,Unfurnished,8,16,4366000.0
Chhattisgarh,Raipur,Telibandha,1724,3,2,2,5,Apartment,Unfurnished,11,13,7863000.0
Goa,Margao,Borda,1453,1,1,1,18,Apartment,Semi-Furnished,11,21,8381000.0
Nagaland,Kohima,Midland,970,3,4,1,8,Independent House,Unfurnished,12,26,3230000.0
Ladakh,Leh,Skara,1121,3,3,2,18,Builder Floor,Unfurnished,20,22,2862000.0
Tamil Nadu,Coimbatore,RS Puram,1216,1,2,1,2,Apartment,Semi-Furnished,8,21,8481000.0
Maharashtra,Mumbai,Borivali,1054,5,5,1,8,Builder Floor,Unfurnished,24,28,14551000.0
Haryana,Gurugram,Sohna Road,1647,3,4,1,12,Builder Floor,Unfurnished,14,15,8699000.0
Bihar,Patna,Kankarbagh,1030,1,1,3,1,Apartment,Semi-Furnished,1,2,4567000.0
Uttar Pradesh,Noida,Sector 62,881,2,2,0,12,Builder Floor,Unfurnished,5,22,6470000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,1120,3,3,2,5,Apartment,Unfurnished,21,26,6183000.0
Andaman and Nicobar Islands,Port Blair,Haddo,973,4,4,1,12,Builder Floor,Unfurnished,24,25,4126000.0
Goa,Margao,Fatorda,2052,2,2,2,5,Apartment,Unfurnished,1,8,13767000.0
Andhra Pradesh,Visakhapatnam,Dwaraka Nagar,940,4,3,1,2,Independent House,Furnished,24,25,6161000.0
Haryana,Faridabad,Greenfield Colony,1417,2,2,1,8,Apartment,Unfurnished,8,18,7996000.0
Puducherry,Puducherry City,Lawspet,1641,2,1,0,5,Apartment,Semi-Furnished,12,16,10812000.0
Telangana,Hyderabad,Banjara Hills,2226,3,3,1,8,Apartment,Semi-Furnished,9,14,35533000.0
Nagaland,Kohima,Midland,1554,4,4,3,1,Independent House,Semi-Furnished,9,27,6392000.0
Uttarakhand,Dehradun,Vasant Vihar,802,2,3,0,2,Apartment,Semi-Furnished,2,19,5742000.0
Himachal Pradesh,Shimla,Mall Road,993,2,3,2,18,Apartment,Semi-Furnished,15,16,9555000.0
Puducherry,Puducherry City,White Town,1071,3,2,2,25,Apartment,Unfurnished,5,27,8822000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,1045,4,4,1,12,Villa,Unfurnished,5,29,7987000.0
Karnataka,Mysuru,Vijayanagar,1833,3,4,2,2,Apartment,Semi-Furnished,20,21,9164000.0
Tamil Nadu,Chennai,OMR,1548,5,5,1,0,Builder Floor,Unfurnished,14,15,10462000.0
Andhra Pradesh,Vijayawada,Benz Circle,1119,3,3,2,2,Villa,Semi-Furnished,8,15,8706000.0
Maharashtra,Nagpur,Civil Lines,659,4,4,1,8,Independent House,Unfurnished,5,28,3995000.0
Telangana,Hyderabad,Gachibowli,1298,2,3,2,1,Apartment,Unfurnished,7,8,11063000.0
Rajasthan,Jaipur,Malviya Nagar,1337,4,4,3,1,Independent House,Unfurnished,13,14,7444000.0
Tripura,Agartala,Akhaura Road,850,2,1,1,18,Builder Floor,Unfurnished,2,6,2205000.0
Meghalaya,Shillong,Laitumkhrah,958,2,1,1,5,Independent House,Unfurnished,22,23,4909000.0
Maharashtra,Pune,Hinjewadi,785,4,3,3,12,Apartment,Semi-Furnished,23,24,5846000.0
Arunachal Pradesh,Itanagar,Naharlagun,350,3,3,1,8,Apartment,Semi-Furnished,15,27,1309000.0
Maharashtra,Nagpur,Wardha Road,770,3,4,2,12,Independent House,Unfurnished,2,3,3876000.0
Haryana,Gurugram,DLF Phase 1,1302,4,4,1,5,Independent House,Semi-Furnished,8,9,16844000.0
Maharashtra,Nagpur,Civil Lines,499,2,1,1,0,Apartment,Furnished,6,7,3652000.0
Karnataka,Bengaluru,Whitefield,1272,3,3,0,25,Independent House,Unfurnished,18,26,7417000.0
Lakshadweep,Kavaratti,Kavaratti Town,1032,3,2,0,0,Builder Floor,Semi-Furnished,22,23,4250000.0
Manipur,Imphal,Thangal Bazar,878,3,3,1,5,Builder Floor,Semi-Furnished,19,20,3247000.0
Jammu and Kashmir,Srinagar,Jawahar Nagar,1696,1,1,2,1,Apartment,Unfurnished,18,23,8647000.0
Arunachal Pradesh,Itanagar,Ganga Market,1767,1,1,2,5,Apartment,Semi-Furnished,23,24,7368000.0
Goa,Panaji,Dona Paula,820,3,4,1,0,Apartment,Unfurnished,22,23,10611000.0
Rajasthan,Jaipur,Vaishali Nagar,350,2,2,1,0,Apartment,Unfurnished,0,9,1767000.0
Himachal Pradesh,Shimla,Chhota Shimla,1652,1,1,1,5,Apartment,Semi-Furnished,22,23,12594000.0
Punjab,Ludhiana,Model Town,824,3,2,1,25,Apartment,Unfurnished,11,12,3447000.0
Mizoram,Aizawl,Chanmari,1029,3,3,1,12,Apartment,Furnished,9,10,3381000.0
Delhi,New Delhi,Karol Bagh,2537,4,4,1,2,Apartment,Unfurnished,2,6,35448000.0
Telangana,Hyderabad,Kondapur,953,2,1,2,1,Independent House,Furnished,21,23,9312000.0
Haryana,Gurugram,DLF Phase 1,792,2,1,1,8,Apartment,Semi-Furnished,2,24,11520000.0
Bihar,Patna,Boring Road,1662,2,1,1,2,Builder Floor,Semi-Furnished,17,18,10723000.0
West Bengal,Kolkata,Ballygunge,643,3,3,1,18,Apartment,Semi-Furnished,0,15,8028000.0
Mizoram,Aizawl,Chanmari,1850,2,2,2,8,Builder Floor,Unfurnished,10,14,5137000.0
Punjab,Chandigarh,Sector 35,1420,3,2,1,8,Builder Floor,Semi-Furnished,23,24,11572000.0
Telangana,Hyderabad,Gachibowli,1337,2,2,1,8,Apartment,Unfurnished,1,28,8893000.0
West Bengal,Kolkata,New Town,658,3,3,2,5,Apartment,Unfurnished,13,14,4652000.0
Puducherry,Puducherry City,White Town,1894,3,3,2,12,Apartment,Furnished,1,20,17716000.0
Tamil Nadu,Coimbatore,Saibaba Colony,2174,1,1,0,2,Independent House,Semi-Furnished,0,24,15282000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,1384,3,2,1,12,Apartment,Semi-Furnished,24,29,9266000.0
Gujarat,Surat,Adajan,1868,1,1,2,12,Apartment,Unfurnished,23,24,10554000.0
Jammu and Kashmir,Jammu,Trikuta Nagar,1578,4,4,1,12,Independent House,Semi-Furnished,24,25,8328000.0
Jammu and Kashmir,Jammu,Trikuta Nagar,350,2,2,0,5,Apartment,Semi-Furnished,23,24,1757000.0
Delhi,New Delhi,Vasant Vihar,1652,3,3,1,1,Apartment,Unfurnished,21,22,47552000.0
Jharkhand,Ranchi,Kanke Road,1553,4,4,1,2,Apartment,Semi-Furnished,18,26,6729000.0
Chhattisgarh,Raipur,Civil Lines,1682,4,3,2,5,Apartment,Semi-Furnished,23,25,8460000.0
Kerala,Kochi,Marine Drive,718,5,5,1,1,Apartment,Unfurnished,13,14,7505000.0
Assam,Guwahati,Dispur,350,1,1,1,0,Builder Floor,Semi-Furnished,23,26,2363000.0
Telangana,Hyderabad,Madhapur,1647,4,3,2,8,Apartment,Unfurnished,8,15,12898000.0
Punjab,Chandigarh,Sector 22,1918,2,1,1,0,Independent House,Furnished,14,15,23340000.0
Tripura,Agartala,Banamalipur,397,3,3,1,18,Apartment,Furnished,9,12,1469000.0
Punjab,Ludhiana,Model Town,1858,2,2,2,12,Builder Floor,Unfurnished,6,9,10496000.0
Bihar,Patna,Kankarbagh,915,4,4,1,2,Builder Floor,Unfurnished,0,13,4013000.0
Maharashtra,Nagpur,Dharampeth,1357,4,3,2,12,Apartment,Unfurnished,16,17,8236000.0
Ladakh,Leh,Leh Market,1151,4,4,2,8,Apartment,Furnished,17,18,6688000.0
Chhattisgarh,Raipur,Shankar Nagar,1019,1,1,2,8,Apartment,Furnished,19,25,6157000.0
Nagaland,Kohima,Midland,2267,2,2,2,2,Independent House,Unfurnished,5,19,8730000.0
Uttar Pradesh,Noida,Sector 62,1293,2,2,2,2,Apartment,Unfurnished,22,26,11574000.0
Himachal Pradesh,Shimla,Sanjauli,1435,2,3,1,1,Apartment,Unfurnished,7,9,8565000.0
Haryana,Faridabad,Sector 15,2527,1,1,2,1,Independent House,Semi-Furnished,3,16,20360000.0
Uttarakhand,Dehradun,Rajpur Road,683,2,2,2,8,Independent House,Unfurnished,1,5,4789000.0
Arunachal Pradesh,Itanagar,Ganga Market,1259,3,2,2,5,Apartment,Unfurnished,17,18,5698000.0
Maharashtra,Pune,Hinjewadi,408,1,1,0,12,Builder Floor,Semi-Furnished,10,20,2811000.0
Goa,Panaji,Dona Paula,1010,5,4,2,2,Apartment,Furnished,16,28,15297000.0
Haryana,Gurugram,DLF Phase 1,1387,3,3,1,5,Apartment,Semi-Furnished,2,16,19872000.0
Andhra Pradesh,Visakhapatnam,MVP Colony,374,4,4,2,8,Apartment,Unfurnished,19,20,2528000.0
Goa,Panaji,Miramar,350,2,2,0,25,Villa,Semi-Furnished,12,29,3796000.0
Odisha,Bhubaneswar,Patia,1067,4,4,2,12,Apartment,Semi-Furnished,8,20,5527000.0
Uttarakhand,Dehradun,Rajpur Road,798,3,3,1,18,Apartment,Unfurnished,22,24,4466000.0
Chandigarh,Chandigarh City,Sector 44,719,2,3,1,8,Independent House,Unfurnished,21,24,6201000.0
Andhra Pradesh,Vijayawada,Benz Circle,2633,1,1,0,2,Apartment,Unfurnished,4,5,15320000.0
Tripura,Agartala,Banamalipur,1361,1,2,2,25,Apartment,Semi-Furnished,9,21,4788000.0
Maharashtra,Pune,Hinjewadi,1486,4,5,0,8,Independent House,Furnished,6,13,11600000.0
Meghalaya,Shillong,Police Bazar,858,1,1,1,18,Apartment,Semi-Furnished,9,22,3900000.0
Uttar Pradesh,Lucknow,Hazratganj,686,2,2,1,5,Villa,Semi-Furnished,1,17,7378000.0
Andhra Pradesh,Vijayawada,Benz Circle,1317,4,5,2,5,Builder Floor,Unfurnished,12,18,6557000.0
Delhi,New Delhi,Saket,1092,3,3,2,12,Builder Floor,Furnished,3,24,20798000.0
Andaman and Nicobar Islands,Port Blair,Haddo,951,2,2,0,5,Independent House,Unfurnished,10,21,4635000.0
Rajasthan,Udaipur,Hiran Magri,1382,4,3,2,5,Apartment,Unfurnished,16,17,6019000.0
Kerala,Thiruvananthapuram,Kowdiar,1210,2,1,1,5,Apartment,Semi-Furnished,1,6,7774000.0
Haryana,Gurugram,Golf Course Road,1200,3,2,0,5,Apartment,Unfurnished,5,15,18728000.0
Maharashtra,Mumbai,Andheri,481,2,1,0,2,Apartment,Semi-Furnished,6,12,10859000.0
Puducherry,Puducherry City,Reddiarpalayam,1940,2,3,3,8,Builder Floor,Furnished,22,23,10504000.0
Uttar Pradesh,Noida,Sector 62,1270,1,1,1,2,Builder Floor,Unfurnished,22,23,9520000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,902,2,3,1,8,Apartment,Semi-Furnished,13,24,4924000.0
Mizoram,Aizawl,Chanmari,1390,3,3,0,18,Independent House,Unfurnished,15,20,3685000.0
Maharashtra,Nagpur,Wardha Road,2186,5,5,0,18,Apartment,Unfurnished,16,26,10308000.0
Punjab,Chandigarh,Sector 35,1361,4,4,3,8,Apartment,Unfurnished,5,6,10936000.0
Jharkhand,Ranchi,Harmu,1348,3,3,1,18,Villa,Unfurnished,21,22,7120000.0
Mizoram,Aizawl,Dawrpui,1516,3,4,2,8,Builder Floor,Unfurnished,12,18,5236000.0
Andaman and Nicobar Islands,Port Blair,Aberdeen Bazaar,1590,2,2,2,0,Builder Floor,Unfurnished,20,21,8429000.0
Tripura,Agartala,Banamalipur,1562,3,4,3,18,Apartment,Furnished,6,7,5488000.0
Karnataka,Bengaluru,Whitefield,350,2,2,2,1,Apartment,Unfurnished,15,16,2979000.0
West Bengal,Kolkata,Howrah,1615,4,3,0,18,Apartment,Furnished,12,19,6711000.0
Chhattisgarh,Raipur,Shankar Nagar,1511,2,3,1,8,Builder Floor,Semi-Furnished,22,23,7637000.0
Uttar Pradesh,Kanpur,Swaroop Nagar,394,4,5,1,1,Builder Floor,Unfurnished,0,5,1897000.0
Haryana,Gurugram,Sohna Road,374,1,1,2,2,Apartment,Unfurnished,18,20,2324000.0
Andhra Pradesh,Visakhapatnam,Madhurawada,539,2,1,2,18,Apartment,Unfurnished,15,19,2412000.0
Tamil Nadu,Chennai,T Nagar,1652,4,4,1,1,Villa,Semi-Furnished,6,17,37797000.0
Madhya Pradesh,Bhopal,Arera Colony,1116,4,5,2,12,Independent House,Unfurnished,18,19,6699000.0
Rajasthan,Udaipur,Fatehpura,448,2,3,0,5,Villa,Furnished,1,24,3299000.0
Uttar Pradesh,Lucknow,Hazratganj,1489,2,2,1,18,Apartment,Semi-Furnished,3,29,11399000.0
Rajasthan,Udaipur,Fatehpura,922,2,3,1,5,Villa,Unfurnished,18,19,7717000.0
Bihar,Patna,Boring Road,1942,1,1,2,0,Apartment,Furnished,13,14,16191000.0
